index,genres,popularity,movie_id,keywords,overview,title,cast,director
931,Adventure Family Fantasy Science Fiction Thriller,23.935053,13836,spacecraft laser teleportation telekinesis alien,"A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.",Race to Witch Mountain,Dwayne Johnson AnnaSophia Robb Alexander Ludwig Carla Gugino Chris Marquette,Andy Fickman
932,Action Thriller Fantasy,84.630969,752,detective vatican fascism satanism fascist,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",V for Vendetta,Natalie Portman Hugo Weaving Stephen Rea Stephen Fry John Hurt,James McTeigue
933,Action Adventure Comedy Western,16.251204,6038,london england indian territory emperor revenge murder,"The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time, they're in London to avenge the murder of Chon's father, but end up on an even bigger case. Chon's sister is there to do the same, but instead unearths a plot to kill the royal family. No one believes her, though, and it's up to Chon and Roy (who has romance on his mind) to prove her right.",Shanghai Knights,Jackie Chan Owen Wilson Fann Wong Aaron Taylor-Johnson Aidan Gillen,David Dobkin
934,Adventure Animation Comedy Family,9.894346,9975,museum product placement balloon jungle monkey,"When The Man in the Yellow Hat befriends Curious George in the jungle, they set off on a non-stop, fun-filled journey through the wonders of the big city toward the warmth of true friendship.",Curious George,Will Ferrell Drew Barrymore David Cross Eugene Levy Dick Van Dyke,Matthew O'Callaghan
935,Comedy Family Adventure Fantasy Romance,12.050755,11451,car race victory car nascar woman director,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",Herbie Fully Loaded,Lindsay Lohan Michael Keaton Matt Dillon Breckin Meyer Justin Long,Angela Robinson
936,Thriller,11.596207,12103,cemetery diamant suspense psychiatrist killer,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..",Don't Say a Word,Michael Douglas Sean Bean Brittany Murphy Skye McCole Bartusiak Guy Torry,Gary Fleder
937,Fantasy Horror Action,53.02787,60304,witch black magic steampunk good vs evil troll,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",Hansel & Gretel: Witch Hunters,Jeremy Renner Gemma Arterton Famke Janssen Pihla Viitala Derek Mears,Tommy Wirkola
938,Thriller Drama,14.382253,2251,adultery infidelity eroticism literature lover,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",Unfaithful,Richard Gere Diane Lane Olivier Martinez Erik Per Sullivan Zeljko Ivanek,Adrian Lyne
939,Action Thriller Science Fiction Adventure,43.450266,46529,secret identity alien teenage boy teenage hero alien teenager,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",I Am Number Four,Alex Pettyfer Timothy Olyphant Teresa Palmer Dianna Agron Callan McAuliffe,D.J. Caruso
940,Drama Thriller,16.871194,231,anti terror bomb assassination middle east lebanon,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",Syriana,George Clooney Matt Damon Jeffrey Wright Chris Cooper Amanda Peet,Stephen Gaghan
941,Action Drama History Thriller War,42.526529,300671,based on novel assault rifle mercenary libya biography,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,13 Hours: The Secret Soldiers of Benghazi,James Badge Dale John Krasinski Max Martini Pablo Schreiber Toby Stephens,Michael Bay
942,Romance Animation Adventure Comedy Family,34.890999,228326,love triangle afterlife day of the dead bullfighting,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",The Book of Life,Diego Luna Channing Tatum Zoe Saldana Christina Applegate Eugenio Derbez,Jorge R. Gutierrez
943,Thriller,18.186026,9754,bank technology blackmail hacker seattle,"State-of-the-art security system creator, Jack Stanfield has cemented his reputation as a man who's thought of everything. But when a criminal finds a way into Jack's personal life, everything Jack holds dear is suddenly at stake.",Firewall,Harrison Ford Paul Bettany Virginia Madsen Carly Schroeder Jimmy Bennett,Richard Loncraine
944,Crime Drama Thriller,13.576765,66,corruption assassination washington d.c. rape white house,A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.,Absolute Power,Clint Eastwood Gene Hackman Ed Harris Scott Glenn Laura Linney,Clint Eastwood
945,Action Drama,19.434672,4421,poem middle east helicopter satellite navy,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,G.I. Jane,Demi Moore Viggo Mortensen Anne Bancroft Jason Beghe Daniel von Bargen,Ridley Scott
946,Drama Thriller Mystery,62.925175,2649,brother brother relationship birthday danger of life birthday party surprising,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, Conrad -- a gift certificate to play a unique kind of game. In nearly a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",The Game,Michael Douglas Sean Penn Deborah Kara Unger James Rebhorn Spike Jonze,David Fincher
947,Horror Mystery,32.927994,588,monster mother role burning of witches fog suffering,"The eerie and deserted ghost town of Silent Hill draws a young mother desperate to find a cure for her only child's illness. Unable to accept the doctor's diagnosis that her daughter should be permanently institutionalized for psychiatric care, Rose flees with her child, heading for the abandoned town in search of answers – and ignoring the protests of her husband. It's soon clear this place is unlike anywhere she's ever been. It's smothered by fog, inhabited by a variety of strange beings and periodically overcome by a living 'darkness' that literally transforms everything it touches. As Rose searches for her little girl, she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game.",Silent Hill,Radha Mitchell Sean Bean Laurie Holden Deborah Kara Unger Kim Coates,Christophe Gans
948,Comedy,14.837288,10393,american football strike sport coach misfit,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",The Replacements,Keanu Reeves Gene Hackman Brooke Langton Orlando Jones Faizon Love,Howard Deutch
949,Comedy,39.920035,71552,wife husband relationship sequel family reunion masturbation scat,"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.",American Reunion,Jason Biggs Alyson Hannigan Seann William Scott Chris Klein Thomas Ian Nicholas,Jon Hurwitz
